,united_states.n.01,united_states_government.n.01,congress.n.01,congress.n.02,congress.n.03,sexual_intercourse.n.01,white_house.n.01,white_house.n.02,america.n.02,department_of_state.n.01,clinton.n.02,new_york.n.01,minnesota.n.01,new_world_oriole.n.01,old_world_oriole.n.01,afghanistan.n.01,backpacker.n.01,indiana.n.01,new_york.n.02,united_states_house_of_representatives.n.01
RM_2011_news_CNN.sqlite,1.4736792251581705,0.01289950372566839,0.10804765638778678,0.3112718526293495,0.3112718526293495,0.3112718526293495,2.613621821133817,2.613621821133817,2.6345882299377306,13.369492018322473,,,,,,,,,,
RM_2011_news_CTB.sqlite,0.826946706944996,1.5726653887175208,0.1855772779503726,0.16775540991536944,0.16775540991536944,0.16775540991536944,0.08364487358520938,0.08364487358520938,0.02063473017056021,7.643925948493355,,,,,,,,,,
RM_2011_news_FXN.sqlite,3.435182023251368,1.6803257590083627,1.2574540699129721,1.058939472579966,1.058939472579966,1.058939472579966,0.1726108260775622,0.1726108260775622,1.2042016332984466,0.338879362546144,,,,,,,,,,
RM_2011_news_HFP.sqlite,0.06359887907672622,1.9543318243748895,0.3366596780219405,0.3221812194604717,0.3221812194604717,0.3221812194604717,2.2789777530715982,2.2789777530715982,3.398160122718009,1.6064807016416431,,,,,,,,,,
RM_2011_news_NBC.sqlite,1.2718752714796258,2.607650063034863,1.3095981570773672,1.3015605029933073,1.3015605029933073,1.3015605029933073,0.8113694257533893,0.8113694257533893,0.04779052562384451,0.03275038530947265,,,,,,,,,,
RM_2011_news_NYT.sqlite,77.74567186279162,210.1062139643854,21.01087315258241,21.868017840975817,21.868017840975817,21.868017840975817,0.12182718666995966,0.12182718666995966,30.548508783641825,43.661490082167504,,,,,,,,,,
RM_2011_news_RET.sqlite,54.68961790466865,255.16914615143156,11.571577943862984,12.934041336649052,12.934041336649052,12.934041336649052,6.20373587505977,6.20373587505977,80.17557328894058,5.257630166504153,,,,,,,,,,
RM_2011_news_WPO.sqlite,12.260299549688956,29.98295600605975,3.3126802795566874,3.726134648757588,3.726134648757588,3.726134648757588,3.1900467168109734,3.1900467168109734,2.0933243958700216,7.745534767358955,,,,,,,,,,
RM_2011_news_WSJ.sqlite,5.516071936013327,12.390648484187125,1.4636915229192995,1.4151326631150973,1.4151326631150973,1.4151326631150973,0.024361272221324056,0.024361272221324056,0.9557311467878135,3.6095163755967756,,,,,,,,,,
RM_2011_news_CNN.sqlite,2.3394833333819567,0.12864632117232355,0.010389051282419244,0.11154118837210746,0.11154118837210746,0.11154118837210746,2.0320265183810884,2.0320265183810884,3.288302337219259,,0.05356961123564529,,,,,,,,,
RM_2011_news_CTB.sqlite,0.1384913668088982,0.6466015541040696,0.6428657927514864,0.6092461971188067,0.6092461971188067,0.6092461971188067,0.0047144362326776625,0.0047144362326776625,0.022842705497473918,,35.890739597517026,,,,,,,,,
RM_2011_news_FXN.sqlite,4.082408300114653,2.045792522999659,1.0015681252017234,0.8253249523136835,0.8253249523136835,0.8253249523136835,0.09300743890609672,0.09300743890609672,1.423308809848995,,5.5398255404747,,,,,,,,,
RM_2011_news_HFP.sqlite,0.028861828744396353,2.1380879376662385,0.411904223695982,0.39574097965275484,0.39574097965275484,0.39574097965275484,2.1065713436415816,2.1065713436415816,3.219087749736459,,0.13083771280469322,,,,,,,,,
RM_2011_news_NBC.sqlite,1.1648835069269161,2.4617521106540563,1.3502255144990458,1.3420141279228417,1.3420141279228417,1.3420141279228417,0.750388423648571,0.750388423648571,0.05666430698404717,,0.22607860910262914,,,,,,,,,
RM_2011_news_NYT.sqlite,72.70624971243394,204.6588158209826,23.746160004940304,24.65740538152798,24.65740538152798,24.65740538152798,0.34510720708233517,0.34510720708233517,33.147152137719246,,13.32196378951141,,,,,,,,,
RM_2011_news_RET.sqlite,55.03626373464409,255.86618108518644,11.468945225409254,12.826156731672691,12.826156731672691,12.826156731672691,6.134997613993207,6.134997613993207,80.00571192531176,,16.725242288028863,,,,,,,,,
RM_2011_news_WPO.sqlite,14.565418882645426,32.686790746071935,2.4344946605776583,2.7906175683629435,2.7906175683629435,2.7906175683629435,2.4044456609496545,2.4044456609496545,1.5648869400942302,,5.167974246225165,,,,,,,,,
RM_2011_news_WSJ.sqlite,4.622727412728929,11.168643122658274,1.7618122598822625,1.7084260486192941,1.7084260486192941,1.7084260486192941,0.07438798876311742,0.07438798876311742,1.1348701367593157,,0.23896030072827845,,,,,,,,,
RM_2011_news_CNN.sqlite,2.638591058863059,0.1868920105293568,0.0011425845336804927,0.07113489113716999,0.07113489113716999,0.07113489113716999,1.8716700942725675,1.8716700942725675,3.4989638079715784,,,1.1711601613125167,,,,,,,,
RM_2011_news_CTB.sqlite,0.3948688272841762,1.0376630710790944,0.39022404716619163,0.36415698326093965,0.36415698326093965,0.36415698326093965,0.010420620813600047,0.010420620813600047,0.00010986599314903353,,,0.2927428116387513,,,,,,,,
RM_2011_news_FXN.sqlite,4.966263897802671,2.551032674034725,0.7236538509788318,0.5751311714295807,0.5751311714295807,0.5751311714295807,0.028027972912621203,0.028027972912621203,1.721690654442883,,,11.514899576368451,,,,,,,,
RM_2011_news_HFP.sqlite,0.007784014505564128,2.767991754111051,0.6970855136073116,0.6754712041953871,0.6754712041953871,0.6754712041953871,1.6098754154271815,1.6098754154271815,2.6889674525754965,,,6.5240405237937225,,,,,,,,
RM_2011_news_NBC.sqlite,1.346469793656545,2.7082219140729475,1.2828095149183276,1.2748868000794933,1.2748868000794933,1.2748868000794933,0.8537278397511489,0.8537278397511489,0.04226208526226945,,,0.17850120082609097,,,,,,,,
RM_2011_news_NYT.sqlite,78.32348348966451,210.7244362875858,20.713742939334782,21.56480973044834,21.56480973044834,21.56480973044834,0.10382451164656303,0.10382451164656303,30.262960296450235,,,35.578917364379585,,,,,,,,
RM_2011_news_RET.sqlite,51.00076699119166,247.67284742252684,12.714261588399694,14.133360162194686,14.133360162194686,14.133360162194686,6.973961372860451,6.973961372860451,82.03040855513767,,,0.2817344574049479,,,,,,,,
RM_2011_news_WPO.sqlite,10.99204248465624,28.44110184392261,3.8949511461863664,4.342289376974597,4.342289376974597,4.342289376974597,3.7062904666928995,3.7062904666928995,2.4415923376483786,,,19.626525522637277,,,,,,,,
RM_2011_news_WSJ.sqlite,4.225604008525092,10.610230700109563,1.9135754960268736,1.8578822016821002,1.8578822016821002,1.8578822016821002,0.10776932188144363,0.10776932188144363,1.2256439397631522,,,1.3008660130524723,,,,,,,,
RM_2011_news_CNN.sqlite,2.638591058863059,0.1868920105293568,0.0011425845336804927,0.07113489113716999,0.07113489113716999,0.07113489113716999,1.8716700942725675,1.8716700942725675,3.4989638079715784,,,1.1711601613125167,,,,,,,,
RM_2011_news_CTB.sqlite,0.3948688272841762,1.0376630710790944,0.39022404716619163,0.36415698326093965,0.36415698326093965,0.36415698326093965,0.010420620813600047,0.010420620813600047,0.00010986599314903353,,,0.2927428116387513,,,,,,,,
RM_2011_news_FXN.sqlite,4.966263897802671,2.551032674034725,0.7236538509788318,0.5751311714295807,0.5751311714295807,0.5751311714295807,0.028027972912621203,0.028027972912621203,1.721690654442883,,,11.514899576368451,,,,,,,,
RM_2011_news_HFP.sqlite,0.007784014505564128,2.767991754111051,0.6970855136073116,0.6754712041953871,0.6754712041953871,0.6754712041953871,1.6098754154271815,1.6098754154271815,2.6889674525754965,,,6.5240405237937225,,,,,,,,
RM_2011_news_NBC.sqlite,1.346469793656545,2.7082219140729475,1.2828095149183276,1.2748868000794933,1.2748868000794933,1.2748868000794933,0.8537278397511489,0.8537278397511489,0.04226208526226945,,,0.17850120082609097,,,,,,,,
RM_2011_news_NYT.sqlite,78.32348348966451,210.7244362875858,20.713742939334782,21.56480973044834,21.56480973044834,21.56480973044834,0.10382451164656303,0.10382451164656303,30.262960296450235,,,35.578917364379585,,,,,,,,
RM_2011_news_RET.sqlite,51.00076699119166,247.67284742252684,12.714261588399694,14.133360162194686,14.133360162194686,14.133360162194686,6.973961372860451,6.973961372860451,82.03040855513767,,,0.2817344574049479,,,,,,,,
RM_2011_news_WPO.sqlite,10.99204248465624,28.44110184392261,3.8949511461863664,4.342289376974597,4.342289376974597,4.342289376974597,3.7062904666928995,3.7062904666928995,2.4415923376483786,,,19.626525522637277,,,,,,,,
RM_2011_news_WSJ.sqlite,4.225604008525092,10.610230700109563,1.9135754960268736,1.8578822016821002,1.8578822016821002,1.8578822016821002,0.10776932188144363,0.10776932188144363,1.2256439397631522,,,1.3008660130524723,,,,,,,,
RM_2011_news_CNN.sqlite,3.7422165594498074,0.4529813937048254,,,,,1.3937041701161599,1.3937041701161599,,,,,5.1164327632023605,0.27119047376452193,0.27119047376452193,0.7108006997343895,1.1061187571183835,0.004291490629689365,,
RM_2011_news_CTB.sqlite,0.12189984627317751,0.6160088423213325,,,,,0.007054878942679427,0.007054878942679427,,,,,1.2817545881936014,2.524828430633703,2.524828430633703,4.696408738357447,32.93438343868384,0.04609865560749985,,
RM_2011_news_FXN.sqlite,0.9806139839634774,0.36452447054191206,,,,,0.9731528260554587,0.9731528260554587,,,,,0.13879671527911588,0.4692845638843476,0.4692845638843476,0.15502156432678046,0.004306772542357192,2.9113526033083486,,
RM_2011_news_HFP.sqlite,0.1456608951451782,3.5828279559400196,,,,,1.1262688419573432,1.1262688419573432,,,,,13.764126519098632,0.4781474040240698,0.4781474040240698,1.5244228609479027,0.4444919801391708,0.013624024269023448,,
RM_2011_news_NBC.sqlite,2.379930515677812,0.6883480610342733,,,,,0.9724143422633368,0.9724143422633368,,,,,5.953184042223483,665.9397336110649,665.9397336110649,0.020337096928046777,195.10937720231158,5.72136521960116,,
RM_2011_news_NYT.sqlite,9.883811423612881,117.95466314002459,,,,,25.558552631148032,25.558552631148032,,,,,2.997405186890694,0.09284469899548341,0.09284469899548341,77.34074205656464,0.019623216615495875,24.05970085273409,,
RM_2011_news_RET.sqlite,4.536451733564924,122.95064199726212,,,,,31.580116363061315,31.580116363061315,,,,,11.931537072270176,0.9107975253317502,0.9107975253317502,14.026154650977587,1.7484616423948551,15.694362871313725,,
RM_2011_news_WPO.sqlite,2.3390363300451154,15.718232826738326,,,,,10.641812720771435,10.641812720771435,,,,,0.009548795280506972,0.6614204912797197,0.6614204912797197,0.1096500911081982,1.3526929405095185,5.314310472642819,,
RM_2011_news_WSJ.sqlite,0.6544182032233437,4.596651948203616,,,,,1.1357411833183235,1.1357411833183235,,,,,3.281312077233144,2.0484508646147623,2.0484508646147623,1.689669354053547,1.1025859034446526,1.0798723034353597,,
RM_2011_news_CNN.sqlite,2.996902600888457,,0.0018394756602937868,0.036476645027875565,0.036476645027875565,0.036476645027875565,1.6990745781164938,1.6990745781164938,3.7440271291155938,,,1.07430784732785,,,,,,,0.09438287715982913,
RM_2011_news_CTB.sqlite,0.5810919590753033,,0.28327277906431725,0.2611394733543096,0.2611394733543096,0.2611394733543096,0.03658669357515541,0.03658669357515541,0.003967285861341688,,,0.37045432414391133,,,,,,,0.2168314631127444,
RM_2011_news_FXN.sqlite,8.448071037063073,,0.1307282092115797,0.07250645848407339,0.07250645848407339,0.07250645848407339,0.07887593770519732,0.07887593770519732,2.8912796010248862,,,9.655402579994607,,,,,,,17.232372382052997,
RM_2011_news_HFP.sqlite,0.2590957836269946,,1.3219741460240606,1.2909293008400329,1.2909293008400329,1.2909293008400329,0.9431940676053636,0.9431940676053636,1.9270931642012066,,,5.43476048414894,,,,,,,2.4386330968216856,
RM_2011_news_NBC.sqlite,2.4735086171416367,,0.9787220993607192,0.9721307298606474,0.9721307298606474,0.9721307298606474,1.4834012170464277,1.4834012170464277,0.001857513155575131,,,0.0924817342042297,,,,,,,0.029460409250870234,
RM_2011_news_NYT.sqlite,124.6773176146246,,5.123734516244644,5.549812601853244,5.549812601853244,5.549812601853244,2.4587661156222453,2.4587661156222453,13.55925119063826,,,18.90556054346088,,,,,,,20.069415061660752,
RM_2011_news_RET.sqlite,96.12946861225645,,3.4178512759908566,4.213334573945081,4.213334573945081,4.213334573945081,1.1430834121915083,1.1430834121915083,63.71890200824066,,,3.0082420530242975,,,,,,,10.629599915844574,
RM_2011_news_WPO.sqlite,13.896781259917935,,2.6679046736677026,3.040153920895391,3.040153920895391,3.040153920895391,2.614246255484724,2.614246255484724,1.7057917725143106,,,21.30359566927933,,,,,,,23.98140029567104,
RM_2011_news_WSJ.sqlite,6.353629711240638,,1.2283636324222769,1.1839606134046792,1.1839606134046792,1.1839606134046792,0.0030454719758869963,0.0030454719758869963,0.8133599550571434,,,1.882313875303793,,,,,,,2.5769869437193234,
RM_2011_news_CNN.sqlite,3.82536421384347,0.4755854253274102,0.04170525862583033,0.0010052721248927814,0.0010052721248927814,0.0010052721248927814,1.3633743677383054,1.3633743677383054,,,,0.8842909586297923,,,,,,,,3.057299597558961
RM_2011_news_CTB.sqlite,0.569086210677606,1.2638104950929914,0.2891175258791198,0.2667519068512437,0.2667519068512437,0.2667519068512437,0.03459764598426689,0.03459764598426689,,,,0.36560583147604614,,,,,,,,4.296923844647446
RM_2011_news_FXN.sqlite,7.772451697591856,4.186010347009455,0.19992580334286497,0.12590863090762508,0.12590863090762508,0.12590863090762508,0.040975242605464424,0.040975242605464424,,,,9.968759160769192,,,,,,,,44.48862327810407
RM_2011_news_HFP.sqlite,0.11189537876990312,1.7787980807737651,0.2689843427941653,0.25616529228638474,0.25616529228638474,0.25616529228638474,2.458213330312253,2.458213330312253,,,,7.719087525749087,,,,,,,,16.513034727387222
RM_2011_news_NBC.sqlite,1.2357193585162447,2.5585737222583247,1.3230232969087308,1.3149281575584801,1.3149281575584801,1.3149281575584801,0.7907931737992046,0.7907931737992046,,,,0.19081228216784804,,,,,,,,0.06372800101815373
RM_2011_news_NYT.sqlite,65.36626192350117,196.52914331438456,28.23645904654377,29.23034616347837,29.23034616347837,29.23034616347837,0.9035724828656879,0.9035724828656879,,,,42.31667506946362,,,,,,,,23.333266052310215
RM_2011_news_RET.sqlite,22.31272658548819,181.97964115258168,26.34328002964136,28.27295595033466,28.27295595033466,28.27295595033466,16.601487377353024,16.601487377353024,,,,0.3188410323749639,,,,,,,,431.6893800702665
RM_2011_news_WPO.sqlite,7.614647795729729,24.077300022020324,5.9167039486685065,6.465403402636046,6.465403402636046,6.465403402636046,5.480479480569194,5.480479480569194,,,,17.4759167840847,,,,,,,,47.7680177538126
RM_2011_news_WSJ.sqlite,3.8533610430643592,10.076603290520648,2.0687513221667806,2.010787251550115,2.010787251550115,2.010787251550115,0.14654302306838368,0.14654302306838368,,,,1.1978574274170102,,,,,,,,0.47869622552759533
RM_2011_news_CNN.sqlite,2.638591058863059,0.1868920105293568,0.0011425845336804927,0.07113489113716999,0.07113489113716999,0.07113489113716999,1.8716700942725675,1.8716700942725675,3.4989638079715784,,,1.1711601613125167,,,,,,,,
RM_2011_news_CTB.sqlite,0.3948688272841762,1.0376630710790944,0.39022404716619163,0.36415698326093965,0.36415698326093965,0.36415698326093965,0.010420620813600047,0.010420620813600047,0.00010986599314903353,,,0.2927428116387513,,,,,,,,
RM_2011_news_FXN.sqlite,4.966263897802671,2.551032674034725,0.7236538509788318,0.5751311714295807,0.5751311714295807,0.5751311714295807,0.028027972912621203,0.028027972912621203,1.721690654442883,,,11.514899576368451,,,,,,,,
RM_2011_news_HFP.sqlite,0.007784014505564128,2.767991754111051,0.6970855136073116,0.6754712041953871,0.6754712041953871,0.6754712041953871,1.6098754154271815,1.6098754154271815,2.6889674525754965,,,6.5240405237937225,,,,,,,,
RM_2011_news_NBC.sqlite,1.346469793656545,2.7082219140729475,1.2828095149183276,1.2748868000794933,1.2748868000794933,1.2748868000794933,0.8537278397511489,0.8537278397511489,0.04226208526226945,,,0.17850120082609097,,,,,,,,
RM_2011_news_NYT.sqlite,78.32348348966451,210.7244362875858,20.713742939334782,21.56480973044834,21.56480973044834,21.56480973044834,0.10382451164656303,0.10382451164656303,30.262960296450235,,,35.578917364379585,,,,,,,,
RM_2011_news_RET.sqlite,51.00076699119166,247.67284742252684,12.714261588399694,14.133360162194686,14.133360162194686,14.133360162194686,6.973961372860451,6.973961372860451,82.03040855513767,,,0.2817344574049479,,,,,,,,
RM_2011_news_WPO.sqlite,10.99204248465624,28.44110184392261,3.8949511461863664,4.342289376974597,4.342289376974597,4.342289376974597,3.7062904666928995,3.7062904666928995,2.4415923376483786,,,19.626525522637277,,,,,,,,
RM_2011_news_WSJ.sqlite,4.225604008525092,10.610230700109563,1.9135754960268736,1.8578822016821002,1.8578822016821002,1.8578822016821002,0.10776932188144363,0.10776932188144363,1.2256439397631522,,,1.3008660130524723,,,,,,,,
RM_2011_news_CNN.sqlite,3.494362372601325,0.38746168214309246,0.020191653829741286,0.008655999976804211,0.008655999976804211,0.008655999976804211,1.4882474936385315,1.4882474936385315,,,,0.955257403852622,,,,,,,0.06270506445433813,
RM_2011_news_CTB.sqlite,0.3504761272544043,0.9765266427318073,0.4222460412004271,0.3951089146469433,0.3951089146469433,0.3951089146469433,0.006060315819070686,0.006060315819070686,,,,0.2732138351845879,,,,,,,0.15072572222352987,
RM_2011_news_FXN.sqlite,7.615267513202556,4.093513500479112,0.21861851804092375,0.1408288337748109,0.1408288337748109,0.1408288337748109,0.03374328463800504,0.03374328463800504,,,,10.044347015930434,,,,,,,17.680054842618205,
RM_2011_news_HFP.sqlite,0.0035928947969308235,2.6949955475541745,0.6621928999796239,0.6411883352208486,0.6411883352208486,0.6411883352208486,1.6610513853662745,1.6610513853662745,,,,6.600850957472403,,,,,,,3.1494449657169743,
RM_2011_news_NBC.sqlite,1.3526984420458326,2.7165801967012664,1.280625500925724,1.2727121707875795,1.2727121707875795,1.2727121707875795,0.8572593562079944,0.8572593562079944,,,,0.17783780758941614,,,,,,,0.08239265062718278,
RM_2011_news_NYT.sqlite,76.99587633694736,209.30208326435374,21.401355515750947,22.266424457095425,22.266424457095425,22.266424457095425,0.1474513213615504,0.1474513213615504,,,,36.21468887868598,,,,,,,36.34345670995699,
RM_2011_news_RET.sqlite,34.81951036800454,212.6704417351764,19.086055164435855,20.773687305668933,20.773687305668933,20.773687305668933,11.395244578434053,11.395244578434053,,,,0.0009614384241873315,,,,,,,2.4646259841586438,
RM_2011_news_WPO.sqlite,7.691365919973514,24.181698442376305,5.861141427266966,6.407310809561315,6.407310809561315,6.407310809561315,5.432007788784069,5.432007788784069,,,,17.52801818168426,,,,,,,20.39031418916852,
RM_2011_news_WSJ.sqlite,3.2191156110563246,9.140130022163632,2.367668793447175,2.305546483959249,2.305546483959249,2.305546483959249,0.23260242543912943,0.23260242543912943,,,,1.0210763335447905,,,,,,,1.5912112375880163,
